"Date","Time","CO(GT)","PT08.S1(CO)","NMHC(GT)","C6H6(GT)","PT08.S2(NMHC)","NOx(GT)","PT08.S3(NOx)","NO2(GT)","PT08.S4(NO2)","PT08.S5(O3)","T","RH","AH"
"3/10/2005","9:00:00","3.9","1446","-200","21.2","1328","665","439","168","1620","1832","7.5","64.5","0.6702"
"3/10/2005","10:00:00","3.5","1316","-200","13.7","1105","670","511","199","1372","1828","11.7","49.3","0.6772"
"3/10/2005","11:00:00","2.7","1283","-200","11.7","1038","500","549","168","1308","1724","14.7","41.2","0.6857"
"3/10/2005","12:00:00","2.3","1223","-200","10.6","999","428","578","161","1258","1547","17.4","33.2","0.6535"
"3/10/2005","13:00:00","2.3","1176","-200","9.8","968","-200","612","-200","1196","1300","18.8","26.2","0.5637"
"3/10/2005","14:00:00","2.1","1041","-200","9.1","944","306","692","145","1082","1000","19.1","18.1","0.3955"
"3/10/2005","15:00:00","2.2","1008","-200","9.2","946","334","704","148","1016","942","19.5","15.3","0.3431"
"3/10/2005","16:00:00","1.8","962","-200","5.9","807","268","820","131","900","745","20.2","14.4","0.3370"
"3/10/2005","17:00:00","1.9","1048","-200","8.6","925","284","721","136","1022","941","19.8","16.0","0.3632"
"3/10/2005","18:00:00","2.7","1145","-200","12.7","1074","393","593","163","1186","1232","16.5","21.6","0.4012"
"3/10/2005","19:00:00","4.7","1198","-200","19.8","1290","603","531","219","1295","1527","14.5","18.2","0.2996"
"3/10/2005","20:00:00","5.4","1319","-200","23.8","1398","757","497","245","1458","1746","12.8","22.8","0.3364"
"3/10/2005","21:00:00","4.2","1274","-200","14.6","1136","684","546","229","1233","1741","11.5","35.9","0.4862"
"3/10/2005","22:00:00","2.1","1085","-200","7.6","882","426","704","184","985","1432","9.5","34.6","0.4110"
"3/10/2005","23:00:00","1.4","1016","-200","4.9","760","254","806","151","922","1235","8.3","38.2","0.4203"
"3/11/2005","0:00:00","1.4","1039","-200","5.2","774","227","786","133","949","1173","7.7","41.7","0.4387"
"3/11/2005","1:00:00","1.4","1027","-200","4.8","751","221","798","135","936","1170","6.8","44.9","0.4472"
"3/11/2005","2:00:00","1.0","952","-200","3.2","662","155","905","111","886","1024","5.7","49.4","0.4551"
"3/11/2005","3:00:00","0.8","930","-200","2.4","609","120","968","90","864","928","5.7","50.1","0.4629"
"3/11/2005","4:00:00","-200.0","942","-200","3.2","665","134","923","90","912","956","4.4","56.4","0.4761"
"3/11/2005","5:00:00","0.7","897","-200","2.1","594","128","998","89","870","870","4.9","55.2","0.4807"
"3/11/2005","6:00:00","0.6","928","-200","2.7","631","148","985","89","908","884","4.5","56.3","0.4800"
"3/11/2005","7:00:00","0.2","986","-200","4.5","738","233","832","117","957","1010","3.8","59.7","0.4839"
"3/11/2005","8:00:00","1.5","1272","-200","13.8","1111","470","563","141","1279","1416","4.3","58.6","0.4915"
"3/11/2005","9:00:00","3.5","1452","-200","22.7","1370","679","445","189","1581","1817","7.1","50.0","0.5067"
"3/11/2005","10:00:00","3.0","1415","-200","19.3","1278","796","483","211","1398","1870","11.1","38.4","0.5066"
"3/11/2005","11:00:00","3.0","-200","-200","-200.0","-200","812","-200","235","-200","-200","-200","-200","-200"
"3/11/2005","12:00:00","1.0","1203","-200","9.3","951","339","618","162","1162","1304","17.2","30.6","0.5949"
"3/11/2005","13:00:00","1.5","1258","-200","12.1","1052","354","550","172","1297","1205","17.8","33.3","0.6741"
"3/11/2005","14:00:00","2.2","1328","-200","14.2","1123","466","508","182","1404","1339","18.8","31.8","0.6853"
"3/11/2005","15:00:00","1.7","1260","-200","12.3","1059","417","544","180","1319","1161","19.2","29.9","0.6604"
"3/11/2005","16:00:00","1.1","1200","-200","10.2","984","289","585","156","1252","996","18.8","31.5","0.6752"
"3/11/2005","17:00:00","1.3","1160","-200","10.4","992","324","601","168","1210","906","18.2","28.1","0.5817"
"3/11/2005","18:00:00","1.5","1254","-200","13.9","1112","376","533","181","1348","1161","16.0","35.3","0.6356"
"3/11/2005","19:00:00","3.4","1452","-200","23.1","1381","619","428","226","1660","1695","13.8","43.6","0.6825"
"3/11/2005","20:00:00","3.8","1438","-200","22.8","1374","689","435","231","1640","1705","12.9","48.8","0.7250"
"3/11/2005","21:00:00","2.8","1272","-200","13.4","1096","582","552","222","1350","1379","12.8","49.3","0.7277"
"3/11/2005","22:00:00","0.8","1096","-200","6.8","850","287","690","165","1146","943","12.2","50.9","0.7202"
"3/11/2005","23:00:00","0.5","1151","-200","6.0","813","238","702","151","1156","1073","10.6","55.9","0.7138"
"3/12/2005","0:00:00","1.0","1189","-200","5.7","797","312","688","174","1157","1213","10.3","55.9","0.7014"
"3/12/2005","1:00:00","0.4","1078","-200","3.9","704","231","765","145","1077","898","10.2","55.8","0.6927"
"3/12/2005","2:00:00","0.4","1152","-200","4.9","759","234","706","147","1112","1094","10.0","57.3","0.7015"
"3/12/2005","3:00:00","0.3","1128","-200","4.5","740","195","705","134","1113","1064","10.2","57.9","0.7191"
"3/12/2005","4:00:00","-200.0","1015","-200","2.3","608","112","873","85","1027","654","10.3","59.4","0.7459"
"3/12/2005","5:00:00","-200.0","979","-200","1.5","547","73","952","55","1038","470","9.8","68.9","0.8329"
"3/12/2005","6:00:00","-200.0","972","-200","1.5","542","103","1029","65","1056","443","9.2","75.3","0.8764"
"3/12/2005","7:00:00","-200.0","992","-200","1.8","565","121","912","84","1074","547","9.4","73.1","0.8621"
"3/12/2005","8:00:00","0.1","1053","-200","3.3","671","132","807","88","1137","570","10.6","66.1","0.8444"
"3/12/2005","9:00:00","0.2","1140","-200","5.8","800","178","679","109","1208","782","12.6","58.5","0.8517"
"3/12/2005","10:00:00","0.6","1136","-200","6.2","822","218","653","130","1184","744","15.0","48.6","0.8253"
"3/12/2005","11:00:00","0.7","1180","-200","6.7","846","246","646","137","1206","791","14.2","51.5","0.8313"
"3/12/2005","12:00:00","0.6","1131","-200","5.6","792","252","678","145","1177","749","15.1","48.6","0.8266"
"3/12/2005","13:00:00","0.3","1083","-200","5.8","804","208","702","128","1104","615","18.0","35.4","0.7233"
"3/12/2005","14:00:00","0.5","1120","-200","7.0","858","218","640","129","1167","681","17.9","35.3","0.7184"
"3/12/2005","15:00:00","0.2","1038","-200","3.8","699","160","765","105","1042","515","17.7","35.0","0.7014"
"3/12/2005","16:00:00","0.4","1096","-200","5.5","788","191","699","114","1114","583","17.6","35.5","0.7065"
"3/12/2005","17:00:00","0.7","1126","-200","7.6","880","270","648","146","1140","728","17.5","34.1","0.6775"
"3/12/2005","18:00:00","0.9","1152","-200","8.3","910","285","622","156","1208","827","15.6","40.0","0.7018"
"3/12/2005","19:00:00","0.8","1177","-200","7.5","878","289","640","152","1224","844","14.0","47.8","0.7582"
"3/12/2005","20:00:00","2.4","1382","-200","14.1","1119","550","522","201","1415","1310","13.2","51.4","0.7760"
"3/12/2005","21:00:00","3.3","1363","-200","12.4","1064","679","536","221","1350","1353","12.0","56.1","0.7832"
"3/12/2005","22:00:00","0.9","1086","-200","5.8","803","314","698","157","1130","907","11.6","54.7","0.7454"
"3/12/2005","23:00:00","0.1","1028","-200","3.9","702","166","783","114","1070","646","12.0","53.3","0.7472"
"3/13/2005","0:00:00","0.1","1017","-200","2.8","640","157","892","107","1044","482","12.5","55.4","0.7999"
"3/13/2005","1:00:00","0.1","1050","-200","3.1","660","173","860","113","1071","526","12.2","56.0","0.7958"
"3/13/2005","2:00:00","0.2","1022","-200","3.3","672","184","818","118","1069","595","12.4","53.4","0.7669"
"3/13/2005","3:00:00","-200.0","940","-200","2.0","583","93","942","69","990","416","12.7","51.8","0.7574"
"3/13/2005","4:00:00","-200.0","963","-200","2.5","617","85","902","63","1006","398","13.2","49.7","0.7503"
"3/13/2005","5:00:00","-200.0","971","-200","2.0","585","79","928","61","1004","394","12.3","55.9","0.7966"
"3/13/2005","6:00:00","-200.0","887","-200","0.9","488","55","1184","42","908","312","13.3","50.1","0.7624"
"3/13/2005","7:00:00","-200.0","944","-200","1.6","551","98","1063","68","985","381","12.3","51.8","0.7384"
"3/13/2005","8:00:00","-200.0","970","-200","2.1","592","190","909","120","1018","509","12.9","50.4","0.7448"
"3/13/2005","9:00:00","0.1","1034","-200","3.0","651","166","860","112","1060","601","12.9","49.9","0.7406"
"3/13/2005","10:00:00","0.3","1160","-200","5.0","765","260","711","148","1134","962","13.9","47.2","0.7479"
"3/13/2005","11:00:00","1.0","1283","-200","7.7","887","362","607","160","1238","1231","13.5","51.6","0.7931"
"3/13/2005","12:00:00","1.6","1387","-200","10.1","981","415","534","164","1368","1396","13.2","56.2","0.8499"
"3/13/2005","13:00:00","1.4","1324","-200","8.5","921","358","570","159","1344","1296","14.2","57.8","0.9292"
"3/13/2005","14:00:00","0.3","1057","-200","2.8","641","170","803","110","1102","616","17.2","46.2","0.8989"
"3/13/2005","15:00:00","0.1","1078","-200","3.3","668","130","855","82","1109","509","19.9","36.6","0.8406"
"3/13/2005","16:00:00","0.3","1159","-200","5.0","762","176","742","102","1158","590","19.7","37.1","0.8399"
"3/13/2005","17:00:00","0.5","1195","-200","5.6","795","233","710","119","1157","718","19.0","37.4","0.8122"
"3/13/2005","18:00:00","0.8","1217","-200","7.1","861","282","642","135","1234","898","16.4","43.5","0.8055"
"3/13/2005","19:00:00","3.2","1542","-200","16.7","1200","583","469","214","1520","1577","15.1","49.8","0.8458"
"3/13/2005","20:00:00","2.8","1407","-200","12.5","1066","566","524","211","1397","1560","14.8","51.0","0.8507"
"3/13/2005","21:00:00","1.0","1189","-200","6.6","837","323","665","172","1204","1208","14.6","51.6","0.8508"
"3/13/2005","22:00:00","0.9","1208","-200","8.3","911","318","612","166","1245","1244","13.7","52.1","0.8121"
"3/13/2005","23:00:00","0.9","1207","-200","7.1","861","336","649","168","1217","1181","13.2","55.6","0.8412"
"3/14/2005","0:00:00","0.4","1056","-200","3.8","698","196","786","134","1085","828","13.2","55.9","0.8465"
"3/14/2005","1:00:00","0.4","1128","-200","5.2","771","193","732","122","1178","923","11.7","62.1","0.8535"
"3/14/2005","2:00:00","0.3","1119","-200","5.3","778","192","704","122","1186","1096","9.9","68.9","0.8388"
"3/14/2005","3:00:00","0.1","1077","-200","3.8","701","147","761","104","1122","1106","9.8","68.0","0.8227"
"3/14/2005","4:00:00","-200.0","1036","-200","2.8","636","122","844","90","1084","976","8.9","71.9","0.8202"
"3/14/2005","5:00:00","0.8","1016","-200","2.9","647","117","824","85","1090","937","8.4","74.5","0.8241"
"3/14/2005","6:00:00","1.0","1103","-200","4.4","730","201","735","103","1139","1049","9.2","71.0","0.8299"
"3/14/2005","7:00:00","1.6","1176","-200","7.5","880","318","634","127","1257","1180","9.9","67.6","0.8239"
"3/14/2005","8:00:00","3.5","1430","-200","15.7","1169","658","480","162","1543","1514","10.8","64.4","0.8328"
"3/14/2005","9:00:00","4.0","1572","-200","22.9","1374","680","411","155","1763","1771","11.7","61.7","0.8483"
"3/14/2005","10:00:00","3.5","1243","-200","10.8","1006","497","572","170","1349","1394","13.7","51.9","0.8106"
"3/14/2005","11:00:00","1.6","1100","-200","6.1","816","290","706","141","1157","1024","16.3","43.5","0.7988"
"3/14/2005","12:00:00","1.5","1102","-200","7.0","857","230","680","123","1182","946","17.9","38.8","0.7883"
"3/14/2005","13:00:00","1.5","1116","-200","7.1","859","215","670","124","1197","864","19.3","35.5","0.7876"
"3/14/2005","14:00:00","1.7","1141","-200","8.1","904","226","646","126","1248","889","20.1","32.9","0.7672"
"3/14/2005","15:00:00","1.6","1150","-200","7.7","885","240","660","128","1222","903","20.0","33.0","0.7625"
"3/14/2005","16:00:00","2.4","1263","-200","10.8","1008","390","597","158","1308","1120","20.2","32.2","0.7526"
"3/14/2005","17:00:00","3.4","1324","-200","14.4","1128","492","540","177","1440","1319","18.9","34.4","0.7436"
"3/14/2005","18:00:00","5.4","1533","-200","25.4","1439","700","416","224","1798","1829","17.9","37.6","0.7624"
"3/14/2005","19:00:00","6.5","1626","-200","29.1","1531","782","371","234","1936","2000","16.7","43.4","0.8168"
"3/14/2005","20:00:00","6.5","1638","-200","28.3","1510","728","378","227","1904","2001","15.9","47.9","0.8573"
"3/14/2005","21:00:00","4.0","1346","-200","14.2","1124","510","502","192","1490","1598","15.2","52.6","0.9060"
"3/14/2005","22:00:00","2.1","1218","-200","8.4","914","308","597","158","1291","1383","13.7","58.5","0.9146"
"3/14/2005","23:00:00","1.6","1166","-200","7.5","880","248","631","149","1280","1238","12.7","62.8","0.9198"
"3/15/2005","0:00:00","1.5","1095","-200","5.2","772","233","721","140","1175","1023","12.2","65.0","0.9193"
"3/15/2005","1:00:00","0.7","958","-200","2.2","601","96","947","78","1054","659","13.0","61.2","0.9105"
"3/15/2005","2:00:00","0.7","960","-200","2.0","582","90","933","69","1062","657","11.1","66.1","0.8738"
"3/15/2005","3:00:00","0.6","972","-200","1.8","571","95","931","72","1063","764","10.1","69.8","0.8619"
"3/15/2005","4:00:00","0.5","910","-200","1.1","508","68","1048","58","1005","666","11.6","61.0","0.8299"
"3/15/2005","5:00:00","0.4","923","-200","1.2","516","75","1048","59","1002","666","10.1","64.5","0.7968"
"3/15/2005","6:00:00","0.6","980","-200","2.4","610","145","867","88","1068","856","9.3","67.9","0.7969"
"3/15/2005","7:00:00","0.9","1038","-200","3.8","701","185","760","110","1102","940","10.1","64.3","0.7934"
"3/15/2005","8:00:00","2.6","1370","-200","14.0","1118","506","494","151","1458","1406","10.4","62.7","0.7909"
"3/15/2005","9:00:00","3.3","1470","-200","18.9","1265","485","434","158","1655","1617","13.0","53.9","0.8036"
"3/15/2005","10:00:00","4.0","1447","-200","15.6","1166","684","466","194","1514","1694","16.4","44.6","0.8242"
"3/15/2005","11:00:00","3.1","1329","-200","13.2","1090","562","508","181","1401","1473","19.1","36.7","0.8044"
"3/15/2005","12:00:00","2.2","1196","-200","10.3","989","357","577","161","1297","1086","21.0","30.6","0.7508"
"3/15/2005","13:00:00","2.1","1198","-200","9.7","968","306","590","143","1264","945","22.1","27.6","0.7254"
"3/15/2005","14:00:00","2.2","1171","-200","10.0","977","292","608","142","1234","905","22.2","25.5","0.6752"
"3/15/2005","15:00:00","1.9","1191","-200","10.9","1011","305","620","146","1262","902","23.6","23.2","0.6665"
"3/15/2005","16:00:00","2.5","1213","-200","12.3","1060","386","578","166","1292","1041","23.6","22.9","0.6571"
"3/15/2005","17:00:00","2.9","1258","-200","14.2","1124","408","552","172","1363","1194","22.8","24.6","0.6736"
"3/15/2005","18:00:00","3.9","1412","-200","21.6","1339","521","464","196","1611","1533","20.3","29.7","0.6973"
"3/15/2005","19:00:00","6.3","1610","-200","30.9","1572","766","381","243","1890","1932","18.0","36.0","0.7345"
"3/15/2005","20:00:00","7.4","1710","-200","33.5","1632","841","346","248","2028","2140","16.4","41.9","0.7759"
"3/15/2005","21:00:00","5.7","1514","-200","19.9","1295","754","434","233","1615","1871","14.9","47.6","0.8003"
"3/15/2005","22:00:00","2.3","1198","-200","8.4","916","350","613","174","1227","1435","13.8","49.6","0.7793"
"3/15/2005","23:00:00","1.5","1128","-200","6.1","818","244","674","149","1156","1303","13.2","51.6","0.7765"
"3/16/2005","0:00:00","1.4","1108","-200","5.7","798","221","694","134","1144","1199","11.8","56.9","0.7836"
"3/16/2005","1:00:00","1.1","1038","-200","4.0","708","183","768","123","1086","1069","11.4","58.0","0.7818"
"3/16/2005","2:00:00","0.9","1004","-200","2.9","646","166","823","110","1054","989","11.3","58.0","0.7742"
"3/16/2005","3:00:00","0.7","968","-200","2.0","584","133","904","93","1021","899","10.7","59.6","0.7673"
"3/16/2005","4:00:00","0.6","938","-200","1.7","559","147","942","97","1026","850","9.0","65.4","0.7532"
"3/16/2005","5:00:00","0.6","926","-200","1.6","549","119","966","86","1008","828","8.0","68.9","0.7402"
"3/16/2005","6:00:00","0.8","977","-200","3.3","673","179","830","99","1060","902","7.5","70.9","0.7358"
"3/16/2005","7:00:00","1.0","1011","-200","3.6","685","178","823","99","1054","902","7.6","69.2","0.7238"
"3/16/2005","8:00:00","2.1","1228","-200","10.2","984","390","588","129","1293","1222","8.7","64.2","0.7257"
"3/16/2005","9:00:00","4.2","1520","-200","25.2","1434","579","404","161","1809","1784","11.7","54.3","0.7459"
"3/16/2005","10:00:00","4.3","1425","-200","16.0","1178","735","468","202","1477","1761","15.9","42.2","0.7553"
"3/16/2005","11:00:00","3.2","1339","-200","13.3","1094","568","508","200","1376","1634","19.3","34.7","0.7681"
"3/16/2005","12:00:00","2.8","1310","-200","11.9","1046","487","552","194","1351","1526","23.1","27.3","0.7615"
"3/16/2005","13:00:00","2.4","1250","-200","10.9","1012","343","585","173","1249","1192","26.1","20.8","0.6959"
"3/16/2005","14:00:00","2.5","1181","-200","11.0","1014","351","617","169","1192","1023","26.8","17.9","0.6249"
"3/16/2005","15:00:00","2.9","1272","-200","17.3","1220","417","533","188","1353","1251","28.4","16.0","0.6095"
"3/16/2005","16:00:00","3.0","1231","-200","12.4","1064","509","618","211","1188","1082","28.8","15.1","0.5877"
"3/16/2005","17:00:00","3.6","1286","-200","17.4","1223","573","529","210","1350","1348","27.9","15.6","0.5782"
"3/16/2005","18:00:00","3.5","1315","-200","17.5","1225","518","509","192","1408","1365","24.1","20.6","0.6075"
"3/16/2005","19:00:00","4.8","1494","-200","26.2","1460","641","420","226","1682","1827","21.0","28.0","0.6904"
"3/16/2005","20:00:00","4.4","1494","-200","23.1","1381","544","422","223","1677","1878","18.4","38.8","0.8152"
"3/16/2005","21:00:00","4.9","1545","-200","23.5","1390","582","422","229","1676","1915","16.9","42.9","0.8222"
"3/16/2005","22:00:00","2.9","1354","-200","13.3","1094","407","516","194","1357","1705","15.5","45.0","0.7895"
"3/16/2005","23:00:00","2.1","1300","-200","10.5","998","327","552","171","1283","1610","14.3","49.6","0.8049"
"3/17/2005","0:00:00","1.6","1144","-200","6.3","826","221","661","147","1158","1300","14.7","48.0","0.7977"
"3/17/2005","1:00:00","1.2","1080","-200","4.4","732","142","748","111","1086","1093","13.3","51.4","0.7821"
"3/17/2005","2:00:00","0.9","1013","-200","3.3","670","123","817","104","1056","986","12.6","53.7","0.7793"
"3/17/2005","3:00:00","0.7","966","-200","2.0","587","106","921","90","1017","846","11.5","56.8","0.7706"
"3/17/2005","4:00:00","-200.0","958","-200","1.9","578","100","909","81","1016","822","10.1","61.9","0.7631"
"3/17/2005","5:00:00","0.5","919","-200","1.4","532","85","997","69","983","714","9.8","61.8","0.7523"
"3/17/2005","6:00:00","0.6","952","-200","2.3","604","114","902","84","1020","838","9.0","64.3","0.7417"
"3/17/2005","7:00:00","1.3","1116","-200","5.9","808","298","668","123","1178","1109","7.9","68.4","0.7324"
"3/17/2005","8:00:00","3.8","1485","-200","18.9","1264","723","440","166","1647","1676","9.5","62.6","0.7444"
"3/17/2005","9:00:00","5.6","1583","-200","26.1","1457","745","376","189","1808","1976","13.2","51.0","0.7704"
"3/17/2005","10:00:00","4.4","1448","-200","16.2","1186","668","471","217","1490","1814","16.9","40.3","0.7717"
"3/17/2005","11:00:00","3.0","1294","-200","10.8","1006","571","567","196","1296","1538","20.8","31.3","0.7617"
"3/17/2005","12:00:00","2.2","1268","-200","11.1","1016","388","579","189","1273","1383","24.3","24.7","0.7407"
"3/17/2005","13:00:00","2.0","1247","-200","10.2","985","323","581","174","1254","1184","26.7","22.6","0.7785"
"3/17/2005","14:00:00","2.2","1239","-200","11.9","1045","312","559","161","1312","1094","27.1","21.7","0.7636"
"3/17/2005","15:00:00","2.1","1199","-200","11.8","1041","320","574","158","1271","986","28.3","17.9","0.6769"
"3/17/2005","16:00:00","2.2","1216","-200","10.9","1012","322","576","161","1277","966","27.8","20.0","0.7378"
"3/17/2005","17:00:00","1.9","1130","-200","8.6","925","276","638","147","1158","830","26.2","19.4","0.6491"
"3/17/2005","18:00:00","2.7","1300","-200","15.0","1149","341","530","164","1352","1182","22.7","24.4","0.6661"
"3/17/2005","19:00:00","3.9","1358","-200","21.3","1331","531","458","214","1518","1523","20.2","29.3","0.6860"
"3/17/2005","20:00:00","5.6","1492","-200","24.8","1425","653","417","228","1690","1780","17.3","35.2","0.6907"
"3/17/2005","21:00:00","4.9","1412","-200","18.4","1251","646","478","240","1504","1682","16.1","38.7","0.7023"
"3/17/2005","22:00:00","2.2","1210","-200","9.1","943","333","610","188","1224","1390","14.6","44.5","0.7337"
"3/17/2005","23:00:00","1.9","1196","-200","8.1","902","299","620","172","1185","1390","13.7","48.6","0.7555"
"3/18/2005","0:00:00","1.4","1101","-200","5.9","809","224","690","150","1123","1201","12.4","52.2","0.7513"
"3/18/2005","1:00:00","1.3","1076","-200","5.1","770","195","721","134","1093","1106","11.9","53.4","0.7414"
"3/18/2005","2:00:00","1.1","1040","-200","4.5","736","209","740","132","1099","1050","10.4","58.4","0.7367"
"3/18/2005","3:00:00","0.9","989","-200","3.2","667","168","824","117","1048","942","8.9","63.5","0.7268"
"3/18/2005","4:00:00","0.9","966","-200","2.8","639","153","843","103","1033","903","8.2","65.9","0.7168"
"3/18/2005","5:00:00","0.7","912","-200","2.0","587","140","922","99","1002","826","7.7","67.1","0.7074"
"3/18/2005","6:00:00","0.8","960","-200","3.3","668","184","841","106","1038","878","7.2","68.6","0.6978"
"3/18/2005","7:00:00","1.2","1028","-200","5.4","784","266","708","113","1110","996","7.5","66.7","0.6943"
"3/18/2005","8:00:00","2.9","1374","-200","14.5","1134","518","504","141","1467","1470","8.7","61.6","0.6960"
"3/18/2005","9:00:00","5.4","1522","-200","26.5","1466","681","380","180","1822","1883","12.0","51.0","0.7131"
"3/18/2005","10:00:00","4.3","1400","-200","17.6","1227","558","465","192","1542","1660","15.4","42.5","0.7379"
"3/18/2005","11:00:00","3.1","1323","-200","14.9","1144","457","502","187","1405","1568","18.8","33.5","0.7186"
"3/18/2005","12:00:00","2.4","1250","-200","10.3","990","352","579","169","1262","1291","22.2","28.1","0.7426"
"3/18/2005","13:00:00","2.3","1283","-200","12.0","1048","313","550","161","1336","1226","24.7","25.5","0.7785"
"3/18/2005","14:00:00","2.3","1171","-200","10.4","993","290","596","160","1208","841","25.0","23.4","0.7301"
"3/18/2005","15:00:00","2.3","1264","-200","12.9","1080","318","555","177","1323","951","25.9","21.9","0.7209"
"3/18/2005","16:00:00","3.4","1300","-200","15.1","1152","479","524","219","1342","1151","25.6","21.7","0.7039"
"3/18/2005","17:00:00","3.7","1321","-200","15.8","1175","494","525","212","1366","1279","25.1","21.8","0.6854"
"3/18/2005","18:00:00","4.1","1343","-200","20.1","1298","551","476","225","1494","1416","22.1","25.6","0.6728"
"3/18/2005","19:00:00","5.6","1493","-200","25.6","1444","701","417","240","1702","1738","19.1","32.5","0.7112"
"3/18/2005","20:00:00","5.3","1545","-200","24.0","1403","571","406","223","1742","1820","16.7","42.5","0.8002"
"3/18/2005","21:00:00","4.9","1477","-200","18.3","1247","643","456","240","1562","1733","15.5","48.3","0.8439"
"3/18/2005","22:00:00","2.0","1202","-200","7.2","864","282","620","159","1255","1115","13.2","60.5","0.9168"
"3/18/2005","23:00:00","1.9","1236","-200","6.8","849","251","631","150","1274","1131","12.1","67.6","0.9539"
"3/19/2005","0:00:00","2.2","1206","-200","6.8","848","307","640","163","1244","1127","11.8","68.3","0.9432"
"3/19/2005","1:00:00","1.9","1192","-200","6.4","832","282","646","155","1253","1166","11.6","68.3","0.9314"
"3/19/2005","2:00:00","1.1","1044","-200","2.7","630","160","845","118","1099","808","11.8","67.9","0.9362"
"3/19/2005","3:00:00","1.0","1053","-200","2.9","648","125","808","94","1109","709","12.3","65.8","0.9374"
"3/19/2005","4:00:00","0.9","1023","-200","2.2","600","106","872","80","1089","575","12.2","66.9","0.9496"
"3/19/2005","5:00:00","0.9","1004","-200","2.5","620","111","846","83","1098","572","12.1","67.3","0.9480"
"3/19/2005","6:00:00","0.7","958","-200","1.9","578","115","907","79","1079","546","11.8","67.1","0.9274"
"3/19/2005","7:00:00","1.0","1048","-200","3.6","686","156","793","96","1158","795","11.9","65.6","0.9129"
"3/19/2005","8:00:00","2.0","1254","-200","10.1","983","320","555","141","1438","1268","12.2","65.6","0.9300"
"3/19/2005","9:00:00","2.7","1284","-200","10.9","1009","380","516","153","1452","1366","12.8","64.4","0.9448"
"3/19/2005","10:00:00","2.5","1254","-200","9.9","973","371","543","156","1403","1328","13.4","62.0","0.9498"
"3/19/2005","11:00:00","2.4","1253","-200","9.7","966","343","560","162","1378","1250","14.5","57.0","0.9333"
"3/19/2005","12:00:00","2.2","1242","-200","8.9","935","297","584","164","1326","1127","15.8","51.3","0.9144"
"3/19/2005","13:00:00","2.1","1212","-200","8.5","918","281","593","160","1308","1066","17.5","46.0","0.9104"
"3/19/2005","14:00:00","1.8","1164","-200","6.6","839","220","652","140","1214","867","19.5","40.2","0.9010"
"3/19/2005","15:00:00","1.4","1136","-200","5.4","781","174","712","119","1169","691","21.2","35.9","0.8943"
"3/19/2005","16:00:00","2.1","1233","-200","8.7","926","260","616","153","1292","917","21.7","35.1","0.8993"
"3/19/2005","17:00:00","1.7","1177","-200","5.8","800","222","696","139","1191","748","20.5","38.4","0.9161"
"3/19/2005","18:00:00","1.9","1223","-200","7.6","883","266","614","156","1289","968","18.2","45.9","0.9488"
"3/19/2005","19:00:00","2.7","1360","-200","12.4","1062","387","507","183","1482","1420","16.2","53.0","0.9722"
"3/19/2005","20:00:00","3.2","1435","-200","14.7","1140","425","477","185","1550","1530","15.0","57.6","0.9777"
"3/19/2005","21:00:00","3.3","1305","-200","10.5","995","484","552","200","1402","1341","14.1","60.8","0.9716"
"3/19/2005","22:00:00","2.3","1199","-200","7.3","869","325","618","163","1306","1160","13.2","65.6","0.9882"
"3/19/2005","23:00:00","1.9","1217","-200","8.5","921","257","589","154","1336","1261","13.5","63.8","0.9797"
"3/20/2005","0:00:00","1.9","1200","-200","6.8","847","273","636","151","1297","1132","13.6","63.4","0.9794"
"3/20/2005","1:00:00","1.9","1150","-200","5.9","807","276","669","149","1243","1042","13.6","63.5","0.9857"
"3/20/2005","2:00:00","1.5","1086","-200","4.3","726","202","736","131","1192","848","13.4","64.8","0.9880"
"3/20/2005","3:00:00","1.1","1027","-200","3.5","684","132","788","94","1148","666","13.2","64.8","0.9801"
"3/20/2005","4:00:00","-200.0","992","-200","2.8","640","85","848","66","1110","548","13.0","65.3","0.9704"
"3/20/2005","5:00:00","0.8","984","-200","2.4","610","87","851","68","1101","604","12.6","65.9","0.9583"
"3/20/2005","6:00:00","0.6","934","-200","1.6","552","70","966","57","1063","520","13.1","64.0","0.9591"
"3/20/2005","7:00:00","0.7","977","-200","2.7","631","113","859","78","1120","659","12.4","66.2","0.9500"
"3/20/2005","8:00:00","0.7","970","-200","2.5","618","112","888","84","1095","611","13.2","62.4","0.9460"
"3/20/2005","9:00:00","1.0","1041","-200","3.9","706","140","778","97","1178","756","14.0","59.7","0.9491"
"3/20/2005","10:00:00","1.5","1144","-200","6.2","821","214","650","122","1262","988","15.4","54.0","0.9385"
"3/20/2005","11:00:00","2.4","1209","-200","8.8","932","334","581","166","1329","1058","17.0","47.5","0.9146"
"3/20/2005","12:00:00","1.6","1083","-200","4.3","727","203","763","130","1135","636","18.6","42.6","0.9040"
"3/20/2005","13:00:00","1.2","1063","-200","3.4","678","163","796","108","1107","522","21.5","35.0","0.8886"
"3/20/2005","14:00:00","0.9","988","-200","2.2","600","110","912","82","1033","415","21.3","35.6","0.8924"
"3/20/2005","15:00:00","0.9","1060","-200","3.6","686","107","830","73","1110","445","23.1","32.1","0.8973"
"3/20/2005","16:00:00","1.1","1087","-200","4.1","717","135","786","91","1112","515","22.1","34.5","0.9035"
"3/20/2005","17:00:00","1.4","1153","-200","5.7","798","186","715","109","1184","678","21.5","35.7","0.9050"
